"Component","Version","Latest version","Component type","License","License type","Vulnerability count","Object compilation date","Object","Object full path","Object SHA1","Distribution package","Missing exploit mitigations"
"jffi","1.2.16","1.3.9","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:com/kenai/jffi","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jitescript","0.4.1","0.4.3","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jjwt","0.7.0","0.9.1","java","Apache","permissive","0","2016-09-12T17:37:24Z","jjwt-0.7.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jjwt-0.7.0.jar","f042fe2676bfdc2091545152e47d77e11999946d","",""
"jline","2.11","2.14.6","java","BSD","permissive","0","2013-05-19T12:00:52Z","jline-2.11.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/stdlib/jline/jline/2.11/jline-2.11.jar","9504d5e2da5d78237239c5226e8200ec21182040","",""
"jnr-constants","0.9.9","0.10.3","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jnr-enxio","0.16","0.32.13","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jnr-ffi","2.1.7","2.2.11","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jnr-netdb","1.1.6","1.2.0","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jnr-posix","3.0.44","3.1.15","java","LGPL","weakcopyleft","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jnr-unixsocket","0.17","0.38.17","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jnr-x86asm","1.0.2","1.0.2","java","MIT","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"joda-time","2.8.2","2.10.13","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:org/joda/time","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"joni","2.1.15","2.1.41","java","MIT","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jruby","9.1.17.0","9.3.3.0","java","EPL","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jruby-complete","9.1.17.0","9.3.3.0","java","unknown","unknown","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"jruby-openssl","0.9.21","","java","unknown","Unknown","0","2017-07-28T13:15:18Z","jopenssl.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/stdlib/jopenssl.jar","0c169bfb40c852e4b6d6d0d83f45434e5802db8d","",""
"jruby-readline","1.2.2","","java","unknown","Unknown","0","2017-12-04T18:22:44Z","readline.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/stdlib/readline.jar","d150d76bfd67cad203f00166725f493ee8dd8da9","",""
"jruby-stdlib","9.1.17.0","9.3.3.0","java","unknown","unknown","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"json","1.8.3","2.5.1","ruby","unknown","unknown","1","2018-04-20T13:25:44Z","json-1.8.3-java.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/json-1.8.3-java.gemspec","8dde7c89babce61ebe8abaa6fda0474064f39acd","",""
"jsoup","1.11.3","1.14.3","java","MIT","permissive","1","2018-04-15T15:20:28Z","jsoup-1.11.3.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jsoup-1.11.3.jar","36da09a8f68484523fa2aaa100399d612b247d67","",""
"jul-to-slf4j","1.7.29","1.7.36","java","unknown","unknown","0","2019-10-31T13:10:20Z","jul-to-slf4j-1.7.29.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jul-to-slf4j-1.7.29.jar","f58dd9d8c15a1141a48de53d2d6b723ae6cf18d6","",""
"jwt","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:02Z","jwt-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jwt-8.1.0.jar","f8958ac744aa17bb0fd560a03cdc5377b36b98b9","",""
"jzlib","1.1.3","1.1.3","java","BSD","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:com/jcraft/jzlib","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"latencyutils","2.0.3","","java","unknown","Unknown","0","2015-12-15T12:24:38Z","LatencyUtils-2.0.3.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/LatencyUtils-2.0.3.jar","769c0b82cb2421c8256300e907298a9410a2a3d3","",""
"log4j-api","2.12.1","2.17.1","java","Apache","permissive","0","2019-08-06T20:42:52Z","log4j-api-2.12.1.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/log4j-api-2.12.1.jar","a55e6d987f50a515c9260b0451b4fa217dc539cb","",""
"log4j-to-slf4j","2.12.1","2.17.1","java","Apache","permissive","0","2019-08-06T20:42:58Z","log4j-to-slf4j-2.12.1.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/log4j-to-slf4j-2.12.1.jar","dfb42ea8ce1a399bcf7218efe8115a0b7ab3788a","",""
"logback","1.2.3","1.2.10","java","EPL","permissive","1","2017-03-31T20:15:22Z","logback-classic-1.2.3.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/logback-classic-1.2.3.jar","7c4f3c474fb2c041d8028740440937705ebb473a","",""
"logback","1.2.3","1.2.10","java","EPL","permissive","1","2017-03-31T20:15:22Z","logback-core-1.2.3.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/logback-core-1.2.3.jar","864344400c3d4d92dfeb0a305dc87d953677c03c","",""
"lombok","1.18.4","1.18.22","java","MIT","permissive","0","2010-02-10T17:34:58Z","lombok-1.18.4.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/lombok-1.18.4.jar","7103ab519b1cdbb0642ad4eaf1db209d905d0f96","",""
"micrometer-core","1.3.1","1.8.2","java","Apache","permissive","0","2019-08-02T21:08:40Z","micrometer-core-1.3.1.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/micrometer-core-1.3.1.jar","963bca3d978690d8202c2ad762165c8610ccc169","",""
"minitest","5.4.1","5.15.0","ruby","MIT","permissive","0","2018-04-20T13:25:44Z","minitest-5.4.1.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/minitest-5.4.1.gemspec","110afa525a0deec19e9da2bdadfe8d9d4a67dcc7","",""
"missing-function-ac","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:02Z","missing-function-ac-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/missing-function-ac-8.1.0.jar","334988ccd8d6e4b3ad6395a7ab5936a4729744a6","",""
"modulator","1.0","1.2","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"nailgun-server","0.9.1","0.9.1","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"objenesis","","3.2","java","Apache","permissive","0","2019-08-12T10:29:18Z","spring-core-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-core-5.2.2.RELEASE.jar:org/springframework/objenesis","bfcf2f6d0494d89db63ae170b8491223c93a88dc","",""
"options","1.4","1.7","java","Apache","permissive","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"password-reset","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:02Z","password-reset-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/password-reset-8.1.0.jar","530ba191aa551e1d63282b78f97715895e11987e","",""
"path-traversal","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:02Z","path-traversal-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/path-traversal-8.1.0.jar","f026ff545bf75e6fa8102ec96792ca208677d986","",""
"pcollections","3.1.0","3.1.4","java","MIT","permissive","0","2019-08-02T21:08:40Z","micrometer-core-1.3.1.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/micrometer-core-1.3.1.jar","963bca3d978690d8202c2ad762165c8610ccc169","",""
"postgresql","42.2.8","42.3.2","java","BSD","permissive","0","2019-09-10T09:35:42Z","postgresql-42.2.8.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/postgresql-42.2.8.jar","6f394c7df5600d11b221f356ff020440d2ece44f","",""
"postgresql-jdbc","42.2.8","9.1-901.jdbc4","java","PostgreSQL","permissive","0","2019-09-10T09:35:42Z","postgresql-42.2.8.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/postgresql-42.2.8.jar:org/postgresql","6f394c7df5600d11b221f356ff020440d2ece44f","",""
"power_assert","0.2.3","2.0.1","ruby","unknown","unknown","0","2018-04-20T13:25:44Z","power_assert-0.2.3.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/power_assert-0.2.3.gemspec","48d5f9b87c6b7e8f59fac1e9ee79af92e9accc9f","",""
"psych","2.2.4","4.0.3","ruby","MIT","permissive","0","2018-04-20T13:25:44Z","psych-2.2.4-java.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/psych-2.2.4-java.gemspec","0e0ef6616194b9647afa58e8a6f8f4f6403c70ef","",""
"rafmain.jar","","","java","GPL","copyleft","0","2004-07-16T09:38:26Z","ant-1.6.2.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/ant-1.6.2.jar:org/apache/tools","f43d0b2267d8ac1a86f0e16594d8766f62d8311c","",""
"rafmain.jar","","","java","GPL","copyleft","0","2019-02-22T14:57:34Z","jandex-2.1.1.Final.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jandex-2.1.1.Final.jar:org/jboss/jandex","c89aa5564fea8b08b9b41f0bbcabb8fed0d89c0d","",""
"rafmain.jar","","","java","GPL","copyleft","0","2012-04-07T12:49:08Z","jruby-complete-9.1.17.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar","76716d529710fc03d1d429b43e3cedd4419f78d4","",""
"rafmain.jar","","","java","GPL","copyleft","0","2010-02-10T17:34:58Z","lombok-1.18.4.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/lombok-1.18.4.jar","7103ab519b1cdbb0642ad4eaf1db209d905d0f96","",""
"rake","10.4.2","13.0.6","ruby","MIT","permissive","1","2018-04-20T13:25:44Z","rake-10.4.2.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/rake-10.4.2.gemspec","ed578816e88145f23d6112df5e7a995f9ee872c7","",""
"rdoc","4.2.0","6.4.0","ruby","unknown","unknown","0","2018-04-20T13:25:44Z","rdoc-4.2.0.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/rdoc-4.2.0.gemspec","2218e7d7b599ff9a9aaa6638bd2a4e8630de8274","",""
"readline","","2.2","java","Apache","permissive","0","2017-12-04T18:22:44Z","readline.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/stdlib/readline.jar","d150d76bfd67cad203f00166725f493ee8dd8da9","",""
"saslprep","1.1","2.0","java","BSD","permissive","0","2019-09-10T09:35:42Z","postgresql-42.2.8.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/postgresql-42.2.8.jar","6f394c7df5600d11b221f356ff020440d2ece44f","",""
"secure-passwords","8.1.0","","java","unknown","Unknown","0","2020-05-23T12:21:02Z","secure-passwords-8.1.0.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/secure-passwords-8.1.0.jar","565f0a782b24661b64d6db352f9d3270663997d4","",""
"servlet-api","4.0.3","4.0.1","java","CDDL","weakcopyleft","0","2019-08-21T14:44:48Z","jakarta.servlet-api-4.0.3.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jakarta.servlet-api-4.0.3.jar:javax/servlet","7c810f7bca93d109bac3323286b8e5ec6c394e12","",""
"slf4j","1.7.29","1.7.36","java","MIT","permissive","0","2019-10-31T13:10:20Z","slf4j-api-1.7.29.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/slf4j-api-1.7.29.jar","e56bf4473a4c6b71c7dd397a833dce86d1993d9d","",""
"slf4j-log4j12","","1.7.36","java","MIT","permissive","0","2017-03-31T20:15:22Z","logback-classic-1.2.3.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/logback-classic-1.2.3.jar:org/slf4j/impl","7c4f3c474fb2c041d8028740440937705ebb473a","",""
"slim","3.0.6","4.1.0","ruby","MIT","permissive","0","2018-10-30T17:07:56Z","slim-3.0.6.gemspec","webgoat-server-8.1.0.jar:BOOT-INF/lib/asciidoctorj-1.5.8.1.jar:specifications/slim-3.0.6.gemspec","3d1129b8e8d978c9124c36b3dae22bc8440b592a","",""
"snakeyaml","1.18","1.30","java","Apache","permissive","1","2017-02-22T13:16:54Z","snakeyaml-1.18.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/jruby-complete-9.1.17.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/yaml/snakeyaml/1.18/snakeyaml-1.18.jar","e4a441249ade301985cb8d009d4e4a72b85bf68e","",""
"snakeyaml","1.25","1.30","java","Apache","permissive","1","2019-08-13T19:17:20Z","snakeyaml-1.25.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/snakeyaml-1.25.jar","8b6e01ef661d8378ae6dd7b511a7f2a33fae1421","",""
"spring-aop","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:48:48Z","spring-aop-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-aop-5.2.2.RELEASE.jar","899739cf7f338f6297aa9eb25ea8b16338fe4e6d","",""
"spring-aspects","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:49:32Z","spring-aspects-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-aspects-5.2.2.RELEASE.jar","a7fc38ee5fcc7efff607cc93b5fa7259c0fbb4da","",""
"spring-beans","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:48:42Z","spring-beans-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-beans-5.2.2.RELEASE.jar","81e4d9cc2e8fac88ab4eb7325c4521bd07c6389c","",""
"spring-boot","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T05:58:34Z","spring-boot-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-2.2.2.RELEASE.jar","cc636f24a5ebbfb21f1c8c30ed9c3b13512c16ec","",""
"spring-boot-actuator","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:10:14Z","spring-boot-actuator-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-actuator-2.2.2.RELEASE.jar","8046ac16d5356874a9d64bc40ecd3f58b346b63d","",""
"spring-boot-actuator-autoconfigure","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:11:58Z","spring-boot-actuator-autoconfigure-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-actuator-autoconfigure-2.2.2.RELEASE.jar","eaabf82f2033353fc97804792195eb42d82b56e3","",""
"spring-boot-autoconfigure","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:03:02Z","spring-boot-autoconfigure-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-autoconfigure-2.2.2.RELEASE.jar","2e7876e237097d36bfffd5ce3416930f6d6b579c","",""
"spring-boot-starter","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:34:26Z","spring-boot-starter-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-2.2.2.RELEASE.jar","1f8bb1e33a900c95dc31011e0998b70929d05a68","",""
"spring-boot-starter-actuator","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:34:54Z","spring-boot-starter-actuator-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-actuator-2.2.2.RELEASE.jar","e7ad304a1471ba4bbea2c84c41e912cf7113da8e","",""
"spring-boot-starter-aop","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:34:28Z","spring-boot-starter-aop-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-aop-2.2.2.RELEASE.jar","f3c7529b69898084018e69e101ebc108237b1cce","",""
"spring-boot-starter-data-jpa","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:34:40Z","spring-boot-starter-data-jpa-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-data-jpa-2.2.2.RELEASE.jar","70fca038c1bbb1e9d0d6bedd1035f091ad024a7e","",""
"spring-boot-starter-jdbc","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:34:30Z","spring-boot-starter-jdbc-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-jdbc-2.2.2.RELEASE.jar","62cbc3b594bd82e035bdcd6f93250f4826d407b6","",""
"spring-boot-starter-json","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:34:44Z","spring-boot-starter-json-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-json-2.2.2.RELEASE.jar","7ef93e43938abf3064cce9b7317bdb8278060437","",""
"spring-boot-starter-logging","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:34:26Z","spring-boot-starter-logging-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-logging-2.2.2.RELEASE.jar","dd6b1771f1b3288b332cd41705aadcb2aebda221","",""
"spring-boot-starter-security","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:35:00Z","spring-boot-starter-security-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-security-2.2.2.RELEASE.jar","4644039ba9ff9e74b41d92a715d7e7640ba0e7f5","",""
"spring-boot-starter-thymeleaf","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:35:02Z","spring-boot-starter-thymeleaf-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-thymeleaf-2.2.2.RELEASE.jar","fb3920ecfaeaed5190e4cd89441fced220f53507","",""
"spring-boot-starter-undertow","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:35:02Z","spring-boot-starter-undertow-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-undertow-2.2.2.RELEASE.jar","e2495ca2657e58715ce2fe76ed330e39daf74ea1","",""
"spring-boot-starter-validation","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:34:44Z","spring-boot-starter-validation-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-validation-2.2.2.RELEASE.jar","ef3ac3571ae518f22117e8bce826970b358f3cdf","",""
"spring-boot-starter-web","2.2.2.RELEASE","2.2.13.RELEASE","java","Apache","permissive","0","2019-12-06T06:34:46Z","spring-boot-starter-web-2.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-boot-starter-web-2.2.2.RELEASE.jar","3e15f18a4dafd499b900082f3cc25bb11ea91821","",""
"spring-context","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:48:58Z","spring-context-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-context-5.2.2.RELEASE.jar:org/springframework","a77a18fa425eba9c55447fa0711e2dbfbf71907b","",""
"spring-data-commons","2.2.3.RELEASE","2.6.1","java","Apache","permissive","0","2019-12-04T14:11:58Z","spring-data-commons-2.2.3.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-data-commons-2.2.3.RELEASE.jar","574349bf76bb4a85033e526efa0315ca9933fa83","",""
"spring-data-jpa","2.2.3.RELEASE","2.6.1","java","Apache","permissive","0","2019-12-04T14:12:04Z","spring-data-jpa-2.2.3.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-data-jpa-2.2.3.RELEASE.jar","9ddf7702fdc9c15e266bd2d20deeb20b6680d7d4","",""
"spring-expression","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:48:38Z","spring-expression-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-expression-5.2.2.RELEASE.jar","eb93bc4d4eb8e0bee60ea910e0fd615869336643","",""
"spring-jcl","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:48:28Z","spring-jcl-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-jcl-5.2.2.RELEASE.jar","35efd564bf664c0bf53bd336b583391a7f872da7","",""
"spring-jdbc","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:49:14Z","spring-jdbc-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-jdbc-5.2.2.RELEASE.jar","6f0070f04c60f77d0048dc5521f8aafd5a86e87e","",""
"spring-orm","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:49:16Z","spring-orm-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-orm-5.2.2.RELEASE.jar","1b17c9e69d92e54439a092d6943e956f80392f43","",""
"spring-security-config","5.2.1.RELEASE","5.6.1","java","Apache","permissive","0","2019-11-04T19:27:32Z","spring-security-config-5.2.1.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-security-config-5.2.1.RELEASE.jar","8f49e12035d0357b5f35e254334ea06d4585cf01","",""
"spring-security-core","5.2.1.RELEASE","5.6.1","java","Apache","permissive","4","2019-11-04T19:26:22Z","spring-security-core-5.2.1.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-security-core-5.2.1.RELEASE.jar","f1265ecdd4636a2038768c2ab9da4b79961a3465","",""
"spring-security-web","5.2.1.RELEASE","5.6.1","java","Apache","permissive","4","2019-11-04T19:27:10Z","spring-security-web-5.2.1.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-security-web-5.2.1.RELEASE.jar","9e43c2d8d2dffc60bfba8ac95a106d30e9593106","",""
"spring-tx","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:49:12Z","spring-tx-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-tx-5.2.2.RELEASE.jar","2af860baa0b094e13786613e15e1804edb7a5977","",""
"spring-web","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:49:14Z","spring-web-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-web-5.2.2.RELEASE.jar","d9b0a8079b7d604f134e3054127a7aeba65949a5","",""
"spring-webmvc","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","0","2019-12-03T08:49:22Z","spring-webmvc-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-webmvc-5.2.2.RELEASE.jar","a0e9e88a296c09850f92318872f4dee9f62c8c13","",""
"spring_framework","5.2.2.RELEASE","5.2.19.RELEASE","java","Apache","permissive","6","2019-12-03T08:48:58Z","spring-context-5.2.2.RELEASE.jar","webgoat-server-8.1.0.jar:BOOT-INF/lib/spring-context-5.2.2.RELEASE.jar","a77a18fa425eba9c55447fa0711e2dbfbf71907b","",""
